timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,is_holiday
22-05-2023,India_South,Storage,80.03,87.38,15.41,99.81,0
23-05-2023,US_East,Compute,170.23,207.37,83.69,98.65,0
23-05-2023,US_East,Storage,126.11,153.19,25.42,99.36,0
23-05-2023,US_West,Compute,135.82,167.95,65.73,99.38,0
23-05-2023,US_West,Storage,96.99,112.16,18.52,99.63,0
23-05-2023,India_South,Compute,114.19,123.58,59.86,99.3,0
23-05-2023,India_South,Storage,86.17,102.8,16.55,99.63,0
24-05-2023,US_East,Compute,175.17,205.39,95.53,99.44,0
24-05-2023,US_East,Storage,107.85,120.9,22.27,99.57,0
24-05-2023,US_West,Compute,165.59,200.85,86.25,99.4,0
24-05-2023,US_West,Storage,81.05,86.82,16.26,99.29,0
24-05-2023,India_South,Compute,155.95,184.27,74.89,99.24,0
24-05-2023,India_South,Storage,73.27,79.23,15.74,99.38,0
25-05-2023,US_East,Compute,183.22,198.55,99.11,99.34,0
25-05-2023,US_East,Storage,98.18,112.96,20.81,99.6,0
25-05-2023,US_West,Compute,155.72,183.12,78.67,99.71,0
25-05-2023,US_West,Storage,96.46,114.35,19.57,99.99,0
25-05-2023,India_South,Compute,145.87,157.43,78.4,99.67,0
25-05-2023,India_South,Storage,97,110.22,19.53,99.54,0
26-05-2023,US_East,Compute,181.65,221.4,92.88,99.59,0
26-05-2023,US_East,Storage,93.42,108.79,18.66,99.54,0
26-05-2023,US_West,Compute,151.98,181.72,76.13,99.63,0
26-05-2023,US_West,Storage,104.52,129.54,21.11,99.68,0
26-05-2023,India_South,Compute,130.56,162.95,62.27,99.76,0
26-05-2023,India_South,Storage,101.19,120.18,19.59,99.82,0
27-05-2023,US_East,Compute,169.92,188.86,87.68,99.67,0
27-05-2023,US_East,Storage,100.91,109.4,20.44,99.42,0
27-05-2023,US_West,Compute,156.27,166.71,78.83,99.58,0
27-05-2023,US_West,Storage,104.26,112.87,20.54,100,0
27-05-2023,India_South,Compute,142.05,175.48,71.95,99.39,0
27-05-2023,India_South,Storage,65.3,68.94,13.55,99.9,0
28-05-2023,US_East,Compute,181.3,211.69,91.52,99.49,1
28-05-2023,US_East,Storage,112.53,124.35,23.78,99.63,1
28-05-2023,US_West,Compute,156.56,176.12,80.82,99.42,1
28-05-2023,US_West,Storage,92.44,112.45,19.8,99.32,1
28-05-2023,India_South,Compute,129.57,157.22,70.58,99.29,1
28-05-2023,India_South,Storage,82.98,92.73,17.93,99.23,1
29-05-2023,US_East,Compute,152.45,170.27,76.92,99.39,0
29-05-2023,US_East,Storage,99.33,115.66,21.27,99.53,0
29-05-2023,US_West,Compute,145.2,156.79,71.89,99.64,0
29-05-2023,US_West,Storage,81.54,96.7,15.63,98.97,0
29-05-2023,India_South,Compute,135.17,160.78,66.17,99.38,0
29-05-2023,India_South,Storage,70.61,86.65,15.31,99.73,0
30-05-2023,US_East,Compute,170.82,193.41,84.22,99.27,0
30-05-2023,US_East,Storage,121.04,143.38,25.99,99.65,0
30-05-2023,US_West,Compute,139.66,167.26,70.12,99.4,0
30-05-2023,US_West,Storage,80.77,86.12,17.75,99.77,0
30-05-2023,India_South,Compute,144.56,176.83,71.8,100,0
30-05-2023,India_South,Storage,106.28,120.33,21.56,99.31,0
31-05-2023,US_East,Compute,187.28,228.5,91.79,98.94,0
31-05-2023,US_East,Storage,112.71,136.91,23.3,99.63,0
31-05-2023,US_West,Compute,140.6,169.16,69.45,99.3,0
31-05-2023,US_West,Storage,101.39,113.04,21.32,99.64,0
31-05-2023,India_South,Compute,151.79,180.1,78.65,99.96,0
31-05-2023,India_South,Storage,66.58,80.14,13.1,99.34,0
01-06-2023,US_East,Compute,168.96,198.54,89.72,99.73,0
01-06-2023,US_East,Storage,113.27,138.18,21.67,99.2,0
01-06-2023,US_West,Compute,141.08,161.64,76.84,99.87,0
01-06-2023,US_West,Storage,87.85,92.48,16.91,98.89,0
01-06-2023,India_South,Compute,123.89,143.66,60.47,100,0
01-06-2023,India_South,Storage,92.9,115.48,17.79,99.12,0
02-06-2023,US_East,Compute,180.6,210,92.56,99.78,0
02-06-2023,US_East,Storage,93.32,115.1,18.87,99.82,0
02-06-2023,US_West,Compute,153.38,170.05,78.9,99.28,0
02-06-2023,US_West,Storage,97.7,118.07,20.55,99.59,0
02-06-2023,India_South,Compute,137.74,152.78,65.44,99.54,0
02-06-2023,India_South,Storage,73.69,87.13,15.4,99.29,0
03-06-2023,US_East,Compute,175.67,210.06,87.71,99.51,0
03-06-2023,US_East,Storage,116.22,130,22.55,100,0
03-06-2023,US_West,Compute,150.69,161.34,76.12,99.69,0
03-06-2023,US_West,Storage,100.12,107.5,19.02,99.72,0
03-06-2023,India_South,Compute,124.37,136.92,59.2,99.91,0
03-06-2023,India_South,Storage,93.88,116.55,19.43,99.54,0
04-06-2023,US_East,Compute,168.72,195.68,84.95,99.51,1
04-06-2023,US_East,Storage,93.52,102.69,18.03,99.95,1
04-06-2023,US_West,Compute,141.5,153.58,77.69,99.41,1
04-06-2023,US_West,Storage,105.13,128.75,23.11,98.75,1
04-06-2023,India_South,Compute,145.77,162.59,72.58,99.6,1
04-06-2023,India_South,Storage,98.61,117,19.67,99.22,1
05-06-2023,US_East,Compute,180,193.62,93.31,99.22,0
05-06-2023,US_East,Storage,119.7,143.72,25.88,99.82,0
05-06-2023,US_West,Compute,164.79,193.44,80.58,99.5,0
05-06-2023,US_West,Storage,111.43,135.95,21.83,99.2,0
05-06-2023,India_South,Compute,131.92,153.97,68.02,99.21,0
05-06-2023,India_South,Storage,83.48,96.74,16.45,99.23,0
06-06-2023,US_East,Compute,186.93,197.83,95.77,99.64,0
06-06-2023,US_East,Storage,97.32,108.17,20.28,99.75,0
06-06-2023,US_West,Compute,162.47,182.45,84.99,99.67,0
06-06-2023,US_West,Storage,76.54,91.11,15.82,99.46,0
06-06-2023,India_South,Compute,138.98,146.51,69.31,99.43,0
06-06-2023,India_South,Storage,70.92,84.05,14.32,99.87,0
07-06-2023,US_East,Compute,172.31,195.14,93.93,99.98,0
07-06-2023,US_East,Storage,102.6,119.72,22.48,99.4,0
07-06-2023,US_West,Compute,140.03,156.53,71.83,99.45,0
07-06-2023,US_West,Storage,94.41,117.97,19.22,99.21,0
07-06-2023,India_South,Compute,119.84,128.59,64.86,98.99,0
07-06-2023,India_South,Storage,62.9,74.35,12.79,99.09,0
08-06-2023,US_East,Compute,169.16,205.15,92.28,99.55,0
08-06-2023,US_East,Storage,111.34,120.28,22.75,99.54,0
08-06-2023,US_West,Compute,159.86,180.69,79.99,100,0
08-06-2023,US_West,Storage,86.65,93.8,18.37,99.21,0
08-06-2023,India_South,Compute,152.47,186.68,79.02,99.86,0
08-06-2023,India_South,Storage,91.56,106.03,17.61,99.33,0
09-06-2023,US_East,Compute,182.29,205.86,90.64,99.54,0
09-06-2023,US_East,Storage,106.14,120.63,22.06,99.48,0
09-06-2023,US_West,Compute,149.79,182.09,72.05,99.95,0
09-06-2023,US_West,Storage,111.78,135.89,23.87,99.38,0
09-06-2023,India_South,Compute,132.21,142.11,71.48,99.47,0
09-06-2023,India_South,Storage,84.52,98.56,18.43,98.74,0
10-06-2023,US_East,Compute,170.7,206.88,93.25,100,0
10-06-2023,US_East,Storage,99.67,113.42,20.86,99.38,0
10-06-2023,US_West,Compute,138.61,162.15,75.22,99.46,0
10-06-2023,US_West,Storage,75.75,86.25,14.5,99.34,0
10-06-2023,India_South,Compute,133.95,156.41,67.18,99.63,0
10-06-2023,India_South,Storage,82.34,100.06,17.2,99.92,0
11-06-2023,US_East,Compute,176.84,200.33,96.7,99.9,1
11-06-2023,US_East,Storage,128.68,140.79,26.86,99.77,1
11-06-2023,US_West,Compute,130.6,138.68,67.95,99.59,1
11-06-2023,US_West,Storage,89.7,98.26,18.84,99.98,1
11-06-2023,India_South,Compute,128.02,138.6,62.58,99.26,1
11-06-2023,India_South,Storage,74.69,79.19,15.08,99.12,1
12-06-2023,US_East,Compute,142.12,160.11,76.45,100,0
12-06-2023,US_East,Storage,105.68,112.27,20.3,99.15,0
12-06-2023,US_West,Compute,159.8,195.86,82.59,100,0
12-06-2023,US_West,Storage,89.66,105.72,17.16,99.1,0
12-06-2023,India_South,Compute,124.02,134.43,60.09,99.43,0
12-06-2023,India_South,Storage,79.64,87.54,15.99,99.18,0
13-06-2023,US_East,Compute,180.43,192.22,85.76,98.87,0
13-06-2023,US_East,Storage,116.55,131.96,23.86,99.92,0
13-06-2023,US_West,Compute,138.6,154.82,67.67,99.48,0
13-06-2023,US_West,Storage,102.82,114.44,20.75,99.7,0
13-06-2023,India_South,Compute,124.72,135.42,66.7,99.44,0
13-06-2023,India_South,Storage,83.88,96.04,18.26,100,0
14-06-2023,US_East,Compute,168.05,188.22,89.69,99.39,0
14-06-2023,US_East,Storage,105,114.97,21.21,99.52,0
14-06-2023,US_West,Compute,144.8,157.28,77.46,99.48,0
14-06-2023,US_West,Storage,99.33,112.64,20.6,99.24,0
14-06-2023,India_South,Compute,131.76,161.18,63.18,99.64,0
14-06-2023,India_South,Storage,70.45,79.84,14.55,99.63,0
15-06-2023,US_East,Compute,174.14,217.56,84.48,98.75,0
15-06-2023,US_East,Storage,94.41,101.65,18.39,99.99,0
15-06-2023,US_West,Compute,135.11,159.95,69.08,99.15,0
15-06-2023,US_West,Storage,68.41,79.95,14.18,99.18,0
15-06-2023,India_South,Compute,125.8,146.02,65.14,99.13,0
15-06-2023,India_South,Storage,84.84,89.51,17.02,99.26,0
16-06-2023,US_East,Compute,171.65,189.2,90.48,99.94,0
16-06-2023,US_East,Storage,117.36,140.48,24.45,99.59,0
16-06-2023,US_West,Compute,129.17,142.38,65.41,99.49,0
16-06-2023,US_West,Storage,89.8,99.46,17.08,100,0
16-06-2023,India_South,Compute,107.85,129.09,51.42,99.49,0
16-06-2023,India_South,Storage,84.1,91.24,17.17,99.54,0
17-06-2023,US_East,Compute,169.89,197.09,85.89,99.27,0
17-06-2023,US_East,Storage,112.7,122.76,21.49,99.52,0
17-06-2023,US_West,Compute,141.92,174.3,73.77,99.82,0
17-06-2023,US_West,Storage,82.95,99.54,18.03,99.89,0
17-06-2023,India_South,Compute,112.97,124.69,55.34,99.59,0
17-06-2023,India_South,Storage,69.18,80.32,14.36,99.18,0
18-06-2023,US_East,Compute,185.98,198.32,89.57,99.13,1
18-06-2023,US_East,Storage,103.35,112.94,20.51,99.11,1
18-06-2023,US_West,Compute,151.38,159.37,79.28,99.38,1
18-06-2023,US_West,Storage,96.21,118.97,18.34,99.68,1
18-06-2023,India_South,Compute,148.12,175.17,77.9,99.06,1
18-06-2023,India_South,Storage,67.24,82.43,12.88,99.8,1
19-06-2023,US_East,Compute,169.35,186.5,83.25,99.43,0
19-06-2023,US_East,Storage,122.65,134.64,26.09,99.5,0
19-06-2023,US_West,Compute,130.53,147.78,64.05,99.82,0
19-06-2023,US_West,Storage,85.46,105.71,17.02,99.53,0
19-06-2023,India_South,Compute,131.42,156.17,71.94,99.72,0
19-06-2023,India_South,Storage,66.75,79.06,14.14,99.41,0
20-06-2023,US_East,Compute,151.48,174.33,75.5,99.61,0
20-06-2023,US_East,Storage,120.64,144.65,23.76,99.22,0
20-06-2023,US_West,Compute,122.24,133.21,65.25,99.31,0
20-06-2023,US_West,Storage,82.36,98.85,17.86,99.72,0
20-06-2023,India_South,Compute,120.51,149.59,60.65,99.61,0
20-06-2023,India_South,Storage,71.28,81.77,13.78,99.45,0
21-06-2023,US_East,Compute,156.3,189.4,84.51,99.17,0
21-06-2023,US_East,Storage,109.01,133.14,23.21,99.37,0
21-06-2023,US_West,Compute,141.46,175.27,74.43,99.25,0
21-06-2023,US_West,Storage,84.39,99.5,17.33,98.87,0
21-06-2023,India_South,Compute,119.71,144.91,64.6,99.28,0
21-06-2023,India_South,Storage,87.81,105.4,18.82,99.12,0
22-06-2023,US_East,Compute,162.2,198.16,78.65,99.6,0
22-06-2023,US_East,Storage,110.98,131.58,21.93,99.76,0
22-06-2023,US_West,Compute,135.7,143.94,71.76,99.52,0
22-06-2023,US_West,Storage,95.82,107.96,18.69,99.47,0
22-06-2023,India_South,Compute,124.5,135.44,65.86,99.87,0
22-06-2023,India_South,Storage,100.37,114.64,21.57,99.58,0
23-06-2023,US_East,Compute,168.16,180.11,90.45,99.75,0
23-06-2023,US_East,Storage,112.38,126.16,24.32,99.82,0
23-06-2023,US_West,Compute,129.97,147.07,70.38,99.6,0
23-06-2023,US_West,Storage,94.15,103.95,18.59,99.94,0
23-06-2023,India_South,Compute,120.71,145.47,60.9,99.59,0
23-06-2023,India_South,Storage,79.39,89.22,15.93,99.51,0
24-06-2023,US_East,Compute,164.84,187.6,89.17,98.86,0
24-06-2023,US_East,Storage,132.14,142.4,29,100,0
24-06-2023,US_West,Compute,133.21,157.53,69.22,99.47,0
24-06-2023,US_West,Storage,66.71,80.52,13.07,98.96,0
24-06-2023,India_South,Compute,126.49,143.41,64.43,99.82,0
24-06-2023,India_South,Storage,83.36,96.08,16.64,99.25,0
25-06-2023,US_East,Compute,169.16,189.29,81.04,99.46,1
25-06-2023,US_East,Storage,95.51,104.48,18.15,99.1,1
25-06-2023,US_West,Compute,127.21,136.63,61.07,99.66,1
25-06-2023,US_West,Storage,85.9,97.59,16.63,99.55,1
25-06-2023,India_South,Compute,99.15,111.54,51.72,99.55,1
25-06-2023,India_South,Storage,68.55,72.47,15.07,99.6,1
26-06-2023,US_East,Compute,172.95,193.4,87.91,99.37,0
26-06-2023,US_East,Storage,99.76,121.93,21.55,100,0
26-06-2023,US_West,Compute,136.46,156.47,74.92,99.49,0
26-06-2023,US_West,Storage,74.14,85.83,16.29,99.75,0
26-06-2023,India_South,Compute,110.56,116.25,55.86,99.89,0
26-06-2023,India_South,Storage,80.69,90.17,17.33,99.33,0
27-06-2023,US_East,Compute,151.8,161.46,74.24,99.27,0
27-06-2023,US_East,Storage,80.52,91.27,16.21,99.64,0
27-06-2023,US_West,Compute,112.26,120.27,61.35,99.47,0
27-06-2023,US_West,Storage,80.35,89.16,16.04,99.4,0
27-06-2023,India_South,Compute,124.36,133.62,64.99,99.33,0
27-06-2023,India_South,Storage,75.48,80.43,16.51,99.89,0
28-06-2023,US_East,Compute,164.68,178.47,88.77,99.38,0
28-06-2023,US_East,Storage,97.81,117.76,21.33,99.4,0
28-06-2023,US_West,Compute,130.7,144.67,64.92,99.56,0
28-06-2023,US_West,Storage,67.56,78.3,13.16,99.02,0
28-06-2023,India_South,Compute,110.19,122.53,56.5,99.65,0
28-06-2023,India_South,Storage,79.85,94.15,15.54,99.74,0
29-06-2023,US_East,Compute,149.45,168.2,75.62,99.53,0
29-06-2023,US_East,Storage,93.41,101.43,18.85,99.46,0
29-06-2023,US_West,Compute,127.68,159.12,64.3,99.58,0
29-06-2023,US_West,Storage,74.33,87.38,14.55,99.85,0
29-06-2023,India_South,Compute,130.33,138.64,65.18,99.64,0
29-06-2023,India_South,Storage,83.29,93.38,16.2,99.07,0
30-06-2023,US_East,Compute,169.58,191.02,82.24,99.61,0
30-06-2023,US_East,Storage,90.6,100.56,18.96,99.29,0
30-06-2023,US_West,Compute,147.09,165.11,78.96,99.75,0
30-06-2023,US_West,Storage,79.12,95.75,15.46,99.07,0
30-06-2023,India_South,Compute,130.87,138.07,68.93,99.17,0
30-06-2023,India_South,Storage,68.9,80.75,13.59,99.45,0
01-07-2023,US_East,Compute,149.16,161.01,74.19,99.44,0
01-07-2023,US_East,Storage,96.18,103.36,19.16,99.44,0
01-07-2023,US_West,Compute,133.53,163.83,68.98,100,0
01-07-2023,US_West,Storage,66.3,71.82,14.42,99.55,0
01-07-2023,India_South,Compute,106.33,127.8,53.21,99.06,0
01-07-2023,India_South,Storage,81.69,86.58,16.15,99.57,0
02-07-2023,US_East,Compute,140.27,168.15,76.3,99.44,1
02-07-2023,US_East,Storage,77.31,96.05,15.72,99.23,1
02-07-2023,US_West,Compute,107.7,132.68,55.75,99.45,1
02-07-2023,US_West,Storage,86.72,96.99,17.61,99.67,1
02-07-2023,India_South,Compute,112.77,136.31,61.52,99.8,1
02-07-2023,India_South,Storage,85.75,103.84,18.47,99.71,1
03-07-2023,US_East,Compute,149.23,168.69,78.43,99.46,0
03-07-2023,US_East,Storage,111.4,124.93,23.29,99.4,0
03-07-2023,US_West,Compute,134.85,156.31,66.12,99.28,0
03-07-2023,US_West,Storage,89.48,102.58,17.58,99.25,0
03-07-2023,India_South,Compute,115.22,131.93,62.49,99.66,0
03-07-2023,India_South,Storage,90,99.04,18.31,99.57,0
04-07-2023,US_East,Compute,151.36,158.96,72.34,99.4,0
04-07-2023,US_East,Storage,104.36,121.08,20.31,99.64,0
04-07-2023,US_West,Compute,135.04,161.54,71.94,99.96,0
04-07-2023,US_West,Storage,79.57,88.98,16.67,99.62,0
04-07-2023,India_South,Compute,112,135.87,58.22,99.27,0
04-07-2023,India_South,Storage,65.1,79.48,13.03,98.78,0
05-07-2023,US_East,Compute,158.56,172.25,80.43,99.63,0
05-07-2023,US_East,Storage,99.42,115.03,20.78,99.25,0
05-07-2023,US_West,Compute,121.85,128.95,60.82,99.32,0
05-07-2023,US_West,Storage,89.72,106.18,18.22,99.56,0
05-07-2023,India_South,Compute,115.38,127.12,55.26,99.73,0
05-07-2023,India_South,Storage,64.62,71.76,13.31,99.61,0
06-07-2023,US_East,Compute,172.53,186.89,86.87,99.89,0
06-07-2023,US_East,Storage,97.25,116.26,21.17,99.53,0
06-07-2023,US_West,Compute,132.04,143.72,69.32,99.93,0
06-07-2023,US_West,Storage,91.77,105.35,18.89,99.99,0
06-07-2023,India_South,Compute,116.71,127.16,62.49,98.88,0
06-07-2023,India_South,Storage,89.56,101.88,17.76,99.27,0
07-07-2023,US_East,Compute,131.82,163.01,71.74,99.73,0
07-07-2023,US_East,Storage,72.63,86.96,13.88,99.51,0
07-07-2023,US_West,Compute,105.53,130.24,50.22,99.4,0
07-07-2023,US_West,Storage,94.16,108.01,18.13,99.61,0
07-07-2023,India_South,Compute,113.86,133.54,56.1,99.64,0
07-07-2023,India_South,Storage,42.91,45.7,8.29,99.31,0
08-07-2023,US_East,Compute,145.89,158.87,74.82,99.69,0
08-07-2023,US_East,Storage,82.93,87.69,15.89,99.56,0
08-07-2023,US_West,Compute,124.85,152.17,61.76,99.33,0
08-07-2023,US_West,Storage,72.14,82.23,14.96,99.47,0
08-07-2023,India_South,Compute,94.56,105.26,45.67,99.74,0
08-07-2023,India_South,Storage,61.78,74.34,13.53,99.42,0
09-07-2023,US_East,Compute,165.96,183.72,86.68,99.74,1
09-07-2023,US_East,Storage,80.78,97.06,16.03,98.65,1
09-07-2023,US_West,Compute,130.15,138.12,66.56,99.43,1
09-07-2023,US_West,Storage,78.96,91.53,15.59,99.73,1
09-07-2023,India_South,Compute,121.81,141.52,62.56,99.38,1
09-07-2023,India_South,Storage,68.18,79.81,13.12,99.62,1
10-07-2023,US_East,Compute,153.78,179.17,74.5,99.56,0
10-07-2023,US_East,Storage,106.42,120.39,23.03,99.63,0
10-07-2023,US_West,Compute,131.81,154.84,63.91,99.58,0
10-07-2023,US_West,Storage,66.58,82.02,14.17,99.31,0
10-07-2023,India_South,Compute,99.99,108.67,53.17,99.82,0
10-07-2023,India_South,Storage,53.47,62.74,10.22,99.46,0
11-07-2023,US_East,Compute,144.75,156.27,79.45,98.9,0
11-07-2023,US_East,Storage,87.43,95.36,18.63,99.41,0
11-07-2023,US_West,Compute,140.44,148.05,67.07,98.93,0
11-07-2023,US_West,Storage,89.2,109.46,17.18,99.43,0
11-07-2023,India_South,Compute,119.88,135.18,64.4,99.52,0
11-07-2023,India_South,Storage,57.5,71.16,11.4,99.93,0
12-07-2023,US_East,Compute,159.93,192.41,87.12,99.19,0
12-07-2023,US_East,Storage,96.78,115.91,18.57,99.32,0
12-07-2023,US_West,Compute,107.99,119.96,59.25,99.27,0
12-07-2023,US_West,Storage,89.2,111.08,17.96,99.77,0
12-07-2023,India_South,Compute,107.75,131.87,52.64,99.91,0
12-07-2023,India_South,Storage,79.58,89.82,16.57,99.27,0
13-07-2023,US_East,Compute,163.09,178.69,78.18,99.39,0
13-07-2023,US_East,Storage,87.91,95.26,17.64,98.93,0
13-07-2023,US_West,Compute,116.25,135.63,62.93,99.46,0
13-07-2023,US_West,Storage,78.36,92.69,15.87,99.17,0
13-07-2023,India_South,Compute,102.74,118.25,48.86,100,0
13-07-2023,India_South,Storage,78.46,82.98,15.77,99.88,0
14-07-2023,US_East,Compute,145.45,167.32,79.01,99.6,0
14-07-2023,US_East,Storage,96.04,116.17,20.74,99.99,0
14-07-2023,US_West,Compute,106.48,120.03,58.3,98.71,0
14-07-2023,US_West,Storage,69.73,85.25,14.25,99.57,0
14-07-2023,India_South,Compute,110.37,125.09,59.69,99.28,0
14-07-2023,India_South,Storage,72.65,84.39,13.92,99.36,0
15-07-2023,US_East,Compute,145.35,161.07,74.16,99.64,0
15-07-2023,US_East,Storage,85.04,92.57,16.49,99.74,0
15-07-2023,US_West,Compute,130.88,149.77,64.4,99.29,0
15-07-2023,US_West,Storage,69.63,86.2,13.95,99.21,0
15-07-2023,India_South,Compute,108.82,118.16,58.96,99.59,0
15-07-2023,India_South,Storage,85.16,106.17,16.31,99.4,0
16-07-2023,US_East,Compute,147.22,162.88,71.97,99.35,1
16-07-2023,US_East,Storage,84.1,96.17,17.51,99.61,1
16-07-2023,US_West,Compute,116.2,140.22,55.29,99.48,1
16-07-2023,US_West,Storage,78.03,88.69,16.08,99.58,1
16-07-2023,India_South,Compute,84.46,103.67,45.78,99.35,1
16-07-2023,India_South,Storage,77.64,95.91,16.99,99.03,1
17-07-2023,US_East,Compute,113.58,125.59,62.12,99.67,0
17-07-2023,US_East,Storage,90.84,100.52,18.02,99.17,0
17-07-2023,US_West,Compute,120.82,128.86,58.79,99.31,0
17-07-2023,US_West,Storage,78.61,86.61,15.68,98.64,0
17-07-2023,India_South,Compute,105.18,130.77,57.41,99.34,0
17-07-2023,India_South,Storage,74.28,91.51,14.13,98.94,0
18-07-2023,US_East,Compute,143.34,150.91,70.86,99.67,0
18-07-2023,US_East,Storage,106.5,127.44,23.41,99.36,0
18-07-2023,US_West,Compute,122.32,141.48,61.82,98.96,0
18-07-2023,US_West,Storage,73.22,85.71,14.41,99.85,0
18-07-2023,India_South,Compute,125.85,145.11,69.13,99.63,0
18-07-2023,India_South,Storage,50.24,60.51,9.8,99.91,0
19-07-2023,US_East,Compute,126.48,143.73,67.5,99.15,0
19-07-2023,US_East,Storage,101.99,118.85,20.42,99.48,0
19-07-2023,US_West,Compute,112.53,123.21,57.71,99.71,0
19-07-2023,US_West,Storage,74.52,84.89,16.32,100,0
19-07-2023,India_South,Compute,117.34,126.48,60.75,99.56,0
19-07-2023,India_South,Storage,67.93,81.08,13.66,99.81,0
20-07-2023,US_East,Compute,140.43,158.53,75.84,99.23,0
20-07-2023,US_East,Storage,94.58,117.59,19.23,99.41,0
20-07-2023,US_West,Compute,120.7,143.34,59.81,98.9,0
20-07-2023,US_West,Storage,71.16,79.75,14.2,99.34,0
20-07-2023,India_South,Compute,85.79,93.38,42.74,99.47,0
20-07-2023,India_South,Storage,64.56,73.53,13.38,99.61,0
21-07-2023,US_East,Compute,152.18,178.27,73.3,99.79,0
21-07-2023,US_East,Storage,81.94,95.8,17.39,99.56,0
21-07-2023,US_West,Compute,122.24,129.09,65.8,99.37,0
21-07-2023,US_West,Storage,57.25,61.65,12.52,99.44,0
21-07-2023,India_South,Compute,117.5,136.18,56.92,99.04,0
21-07-2023,India_South,Storage,55.04,60.14,11.14,99.26,0
22-07-2023,US_East,Compute,130.08,146.13,65.6,99.71,0
22-07-2023,US_East,Storage,79.75,84.82,15.91,99.72,0
22-07-2023,US_West,Compute,116.96,141.01,63.09,98.98,0
22-07-2023,US_West,Storage,67.61,80.29,13.48,99.8,0
22-07-2023,India_South,Compute,106.41,111.94,53.81,99.4,0
22-07-2023,India_South,Storage,76.74,92.33,15.28,99.18,0
23-07-2023,US_East,Compute,133.12,151.65,70.49,99.77,1
23-07-2023,US_East,Storage,92.4,108.28,20.09,99.15,1
23-07-2023,US_West,Compute,120.62,140.36,59.78,99.31,1
23-07-2023,US_West,Storage,50.68,59.09,10.98,99.4,1
23-07-2023,India_South,Compute,123.79,142.82,59.27,99.81,1
23-07-2023,India_South,Storage,63.71,70.85,12.45,99.03,1
24-07-2023,US_East,Compute,117.96,129.95,60.14,99.51,0
24-07-2023,US_East,Storage,89.16,95.52,19.02,99.71,0
24-07-2023,US_West,Compute,121.18,130.01,63.41,99.7,0
24-07-2023,US_West,Storage,73.7,86.91,15.02,99.86,0
24-07-2023,India_South,Compute,98.49,116,47.38,99.51,0
24-07-2023,India_South,Storage,46.42,53.8,9.01,99.34,0
25-07-2023,US_East,Compute,147.52,159.72,71.23,99.69,0
25-07-2023,US_East,Storage,60.95,65.3,12.77,100,0
25-07-2023,US_West,Compute,116.22,136.58,55.86,99.55,0
25-07-2023,US_West,Storage,64.48,71.06,13,99.38,0
25-07-2023,India_South,Compute,104.64,127.35,55.28,99.68,0
25-07-2023,India_South,Storage,66.74,73.75,13.96,99.34,0
26-07-2023,US_East,Compute,127.84,158.02,60.96,99.21,0
26-07-2023,US_East,Storage,95.01,115.65,20.83,99.78,0
26-07-2023,US_West,Compute,118.91,140.25,57.63,99.82,0
26-07-2023,US_West,Storage,68.92,72.92,13.84,99.75,0
26-07-2023,India_South,Compute,108.04,123.37,51.77,99.76,0
26-07-2023,India_South,Storage,52.57,64.97,11,98.75,0
27-07-2023,US_East,Compute,138.73,147.5,76.02,98.92,0
27-07-2023,US_East,Storage,80.25,89.97,16.89,98.83,0
27-07-2023,US_West,Compute,125.98,139.03,62.82,99.78,0
27-07-2023,US_West,Storage,73.3,77.55,15.24,99.25,0
27-07-2023,India_South,Compute,84.27,89.78,44.27,98.83,0
27-07-2023,India_South,Storage,57.29,64.98,12.33,99.71,0
28-07-2023,US_East,Compute,131.98,153.11,64.59,99.65,0
28-07-2023,US_East,Storage,88.83,94.14,19.13,99.7,0
28-07-2023,US_West,Compute,93.45,108.34,45.03,99.27,0
28-07-2023,US_West,Storage,74.23,80.72,14.52,99.95,0
28-07-2023,India_South,Compute,113.03,119.08,54.11,99.59,0
28-07-2023,India_South,Storage,75.16,83.83,15.07,99.59,0
29-07-2023,US_East,Compute,119.15,125.74,63.17,99.7,0
29-07-2023,US_East,Storage,94.76,113.55,19.92,100,0
29-07-2023,US_West,Compute,106.42,114.42,51.59,99.15,0
29-07-2023,US_West,Storage,77.56,96.37,16.2,99.63,0
29-07-2023,India_South,Compute,104.23,122.33,55.62,99.89,0
29-07-2023,India_South,Storage,70.61,74.93,15,99.65,0
30-07-2023,US_East,Compute,129.34,152.37,64.48,99.73,1
30-07-2023,US_East,Storage,70.49,84.05,13.76,99.59,1
30-07-2023,US_West,Compute,111.29,137.21,54.63,99.02,1
30-07-2023,US_West,Storage,72.9,83.84,15.84,99.33,1
30-07-2023,India_South,Compute,104.42,114.5,50.83,99.21,1
30-07-2023,India_South,Storage,70.39,84.54,14.03,100,1
31-07-2023,US_East,Compute,111.55,139.08,55.43,99.14,0
31-07-2023,US_East,Storage,72.41,84.2,14.31,99.09,0
31-07-2023,US_West,Compute,108.89,133.85,52.57,99.61,0
31-07-2023,US_West,Storage,75.23,81.54,16.48,99.58,0
31-07-2023,India_South,Compute,106.51,126.25,53,99.48,0
31-07-2023,India_South,Storage,55.61,59.42,10.81,99.22,0
01-08-2023,US_East,Compute,130.76,158.11,63.5,99.23,0
01-08-2023,US_East,Storage,85.05,92.65,16.41,99.23,0
01-08-2023,US_West,Compute,105.57,124.7,54.4,99.82,0
